Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,sample,mean,std,Z-score
bin_119,Thermoanaerobaculia,bin.119_01635,PF07100,Anabaena sensory rhodopsin transducer,IPR009794,Protein of unknown function DUF1362,-,NODE_288_length_3880_cov_3.340784_2,0.005560098,13.29891304,368,bin_119,0.004432167,0.003359567,0.33573691
bin_221,Rhizobiales,bin.221_01247,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_2588_length_42579_cov_7.924913_11,0.005557634,11.2248062,903,bin_221,0.004432167,0.003359567,0.335003482
bin_209,Symbiobacteriales,bin.209_00194,PF00885,"6,7-dimethyl-8-ribityllumazine synthase",IPR002180,Lumazine/riboflavin synthase,GO:0009231|GO:0009349,NODE_3_length_74108_cov_5.887238_41,0.005551275,22.68589744,468,bin_209,0.004432167,0.003359567,0.333110679
bin_184,Nevskiales,bin.184_00810,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_4910_length_29122_cov_250.203771_4,0.005536678,394.0099256,1209,bin_184,0.004432167,0.003359567,0.328765774
bin_184,Nevskiales,bin.184_00810,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_4910_length_29122_cov_250.203771_4,0.005536678,394.0099256,1209,bin_184,0.004432167,0.003359567,0.328765774
bin_62,Pseudomonadales,bin.62_01158,PF01474,Class-II DAHP synthetase family,IPR002480,"DAHP synthetase, class II",GO:0003849|GO:0009073,NODE_225185_length_2698_cov_4.710556_2,0.005525124,15.60089686,1338,bin_62,0.004432167,0.003359567,0.325326641
bin_60,Sphingomonadales,bin.60_00090,PF02700,Phosphoribosylformylglycinamidine (FGAM) synthase,IPR003850,Phosphoribosylformylglycinamidine synthase subunit PurS,-,NODE_1895_length_49874_cov_11.595937_42,0.005524012,27.61666667,240,bin_60,0.004432167,0.003359567,0.324995646
bin_170,Solirubrobacterales,bin.170_03488,PF01507,Phosphoadenosine phosphosulfate reductase family,IPR002500,Phosphoadenosine phosphosulphate reductase,GO:0003824,NODE_16550_length_13531_cov_7.454957_2,0.005503434,22.81380066,913,bin_170,0.004432167,0.003359567,0.318870452
bin_221,Rhizobiales,bin.221_04033,PF02782,"FGGY family of carbohydrate kinases, C-terminal domain",IPR018485,"Carbohydrate kinase, FGGY, C-terminal",GO:0005975|GO:0016773,NODE_73268_length_5255_cov_10.216154_5,0.00549835,30.07459677,1488,bin_221,0.004432167,0.003359567,0.317357161
bin_221,Rhizobiales,bin.221_04033,PF00370,"FGGY family of carbohydrate kinases, N-terminal domain",IPR018484,"Carbohydrate kinase, FGGY, N-terminal",GO:0005975|GO:0016773,NODE_73268_length_5255_cov_10.216154_5,0.00549835,30.07459677,1488,bin_221,0.004432167,0.003359567,0.317357161
bin_8,Azospirillales,bin.8_02832,PF02754,Cysteine-rich domain,IPR004017,Cysteine-rich domain,-,NODE_48997_length_6704_cov_6.674838_3,0.005496362,24.60339734,1354,bin_8,0.004432167,0.003359567,0.316765419
bin_8,Azospirillales,bin.8_02832,PF12838,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_48997_length_6704_cov_6.674838_3,0.005496362,24.60339734,1354,bin_8,0.004432167,0.003359567,0.316765419
bin_8,Azospirillales,bin.8_02832,PF02754,Cysteine-rich domain,IPR004017,Cysteine-rich domain,-,NODE_48997_length_6704_cov_6.674838_3,0.005496362,24.60339734,1354,bin_8,0.004432167,0.003359567,0.316765419
bin_8,Azospirillales,bin.8_00559,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_5479_length_27244_cov_8.188201_15,0.005484609,31.1525553,1311,bin_8,0.004432167,0.003359567,0.313267051
bin_8,Azospirillales,bin.8_00559,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_5479_length_27244_cov_8.188201_15,0.005484609,31.1525553,1311,bin_8,0.004432167,0.003359567,0.313267051
bin_8,Azospirillales,bin.8_00559,PF00004,ATPase family associated with various cellular activities (AAA),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_5479_length_27244_cov_8.188201_15,0.005484609,31.1525553,1311,bin_8,0.004432167,0.003359567,0.313267051
bin_103,Rhizobiales,bin.103_00840,PF11953,Domain of unknown function (DUF3470),IPR022569,"Ferredoxin, C-terminal",-,NODE_30_length_18949_cov_5.325599_3,0.005463334,59.16224189,339,bin_103,0.004432167,0.003359567,0.30693439
bin_103,Rhizobiales,bin.103_00840,PF00037,4Fe-4S binding domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_30_length_18949_cov_5.325599_3,0.005463334,59.16224189,339,bin_103,0.004432167,0.003359567,0.30693439
bin_8,Azospirillales,bin.8_00034,PF01658,Myo-inositol-1-phosphate synthase,IPR013021,"Myo-inositol-1-phosphate synthase, GAPDH-like",-,NODE_1082_length_65742_cov_7.286617_35,0.005462988,29.30241546,1035,bin_8,0.004432167,0.003359567,0.306831401
bin_8,Azospirillales,bin.8_02018,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_19899_length_11980_cov_6.850985_8,0.005433428,30.79941003,339,bin_8,0.004432167,0.003359567,0.298032648
bin_189,Rhizobiales,bin.189_01692,PF04551,GcpE protein,IPR004588,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type",GO:0016114|GO:0046429,NODE_117234_length_3979_cov_4.473242_2,0.005428972,15.11963696,1212,bin_189,0.004432167,0.003359567,0.296706287
bin_222,Pedosphaerales,bin.222_01536,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_1346_length_58935_cov_14.227242_15,0.00542739,35.14299611,1028,bin_222,0.004432167,0.003359567,0.296235393
bin_222,Pedosphaerales,bin.222_01536,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_1346_length_58935_cov_14.227242_15,0.00542739,35.14299611,1028,bin_222,0.004432167,0.003359567,0.296235393
bin_227,Acidimicrobiales,bin.227_00056,PF02405,Permease MlaE,IPR030802,ABC transporter permease MalE,GO:0043190,NODE_93_length_201286_cov_17.934931_56,0.005425719,56.2775842,861,bin_227,0.004432167,0.003359567,0.295738007
bin_158,Rhizobiales,bin.158_00038,PF06187,Protein of unknown function (DUF993),IPR009334,Protein of unknown function DUF993,-,NODE_182_length_153114_cov_51.365617_38,0.005414164,117.4627249,1167,bin_158,0.004432167,0.003359567,0.292298576
bin_170,Solirubrobacterales,bin.170_02626,PF00334,Nucleoside diphosphate kinase,IPR034907,Nucleoside diphosphate kinase-like domain,-,NODE_6716_length_24068_cov_8.056678_7,0.005406593,26.90523691,401,bin_170,0.004432167,0.003359567,0.290045012
bin_60,Sphingomonadales,bin.60_02332,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_101431_length_4333_cov_9.361384_2,0.005395656,27.2672347,2582,bin_60,0.004432167,0.003359567,0.286789533
bin_60,Sphingomonadales,bin.60_02332,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_101431_length_4333_cov_9.361384_2,0.005395656,27.2672347,2582,bin_60,0.004432167,0.003359567,0.286789533
bin_60,Sphingomonadales,bin.60_02332,PF17871,AAA lid domain,IPR041546,"ClpA/ClpB, AAA lid domain",-,NODE_101431_length_4333_cov_9.361384_2,0.005395656,27.2672347,2582,bin_60,0.004432167,0.003359567,0.286789533
bin_60,Sphingomonadales,bin.60_02332,PF00004,ATPase family associated with various cellular activities (AAA),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_101431_length_4333_cov_9.361384_2,0.005395656,27.2672347,2582,bin_60,0.004432167,0.003359567,0.286789533
bin_60,Sphingomonadales,bin.60_02332,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_101431_length_4333_cov_9.361384_2,0.005395656,27.2672347,2582,bin_60,0.004432167,0.003359567,0.286789533
bin_60,Sphingomonadales,bin.60_02332,PF02861,"Clp amino terminal domain, pathogenicity island component",IPR004176,"Clp,  repeat (R) domain",-,NODE_101431_length_4333_cov_9.361384_2,0.005395656,27.2672347,2582,bin_60,0.004432167,0.003359567,0.286789533
bin_189,Rhizobiales,bin.189_00375,PF13561,Enoyl-(Acyl carrier protein) reductase,-,-,,NODE_35296_length_8242_cov_5.087578_2,0.005382106,10.9888535,628,bin_189,0.004432167,0.003359567,0.282756275
bin_158,Rhizobiales,bin.158_00470,PF01988,VIT family,IPR008217,Ccc1 family,GO:0005384|GO:0030026,NODE_423_length_101746_cov_53.783452_98,0.005380143,82.31808943,984,bin_158,0.004432167,0.003359567,0.282171974
bin_158,Rhizobiales,bin.158_00470,PF02915,Rubrerythrin,IPR003251,Rubrerythrin,GO:0016491|GO:0046872,NODE_423_length_101746_cov_53.783452_98,0.005380143,82.31808943,984,bin_158,0.004432167,0.003359567,0.282171974
bin_229,Nitriliruptorales,bin.229_02300,PF01717,"Cobalamin-independent synthase, Catalytic domain",IPR002629,"Cobalamin-independent methionine synthase MetE, C-terminal/archaeal",GO:0003871|GO:0008270|GO:0009086,NODE_29855_length_9187_cov_278.995620_10,0.005378028,317.2287757,1119,bin_229,0.004432167,0.003359567,0.281542428
bin_226,Kiloniellales,bin.226_01279,PF13360,PQQ-like domain,IPR002372,Pyrrolo-quinoline quinone repeat,-,NODE_4135_length_32408_cov_9.754304_27,0.005372112,39.96229261,663,bin_226,0.004432167,0.003359567,0.279781487
bin_103,Rhizobiales,bin.103_00523,PF02653,Branched-chain amino acid transport system / permease component,IPR001851,"ABC transporter, permease",GO:0016021|GO:0022857|GO:0055085,NODE_15_length_25796_cov_4.548314_4,0.005370062,30.27464789,1136,bin_103,0.004432167,0.003359567,0.27917129
bin_128,Rhizobiales,bin.128_02589,PF02417,Chromate transporter,IPR003370,Chromate transporter,GO:0015109|GO:0015703,NODE_15437_length_14163_cov_33.990502_2,0.005356695,69.91726619,1390,bin_128,0.004432167,0.003359567,0.275192503
bin_128,Rhizobiales,bin.128_02589,PF02417,Chromate transporter,IPR003370,Chromate transporter,GO:0015109|GO:0015703,NODE_15437_length_14163_cov_33.990502_2,0.005356695,69.91726619,1390,bin_128,0.004432167,0.003359567,0.275192503
bin_57,Polyangiales,bin.57_02200,PF00378,Enoyl-CoA hydratase/isomerase,IPR001753,Enoyl-CoA hydratase/isomerase,GO:0003824,NODE_32401_length_8718_cov_4.432183_6,0.005351197,14.97241379,870,bin_57,0.004432167,0.003359567,0.273555983
bin_57,Polyangiales,bin.57_02200,PF00378,Enoyl-CoA hydratase/isomerase,IPR001753,Enoyl-CoA hydratase/isomerase,GO:0003824,NODE_32401_length_8718_cov_4.432183_6,0.005351197,14.97241379,870,bin_57,0.004432167,0.003359567,0.273555983
bin_226,Kiloniellales,bin.226_00182,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_1123_length_64615_cov_8.967503_34,0.005347174,33.96238651,771,bin_226,0.004432167,0.003359567,0.272358507
bin_8,Azospirillales,bin.8_01694,PF01048,Phosphorylase superfamily,IPR000845,Nucleoside phosphorylase domain,GO:0003824|GO:0009116,NODE_15016_length_14428_cov_6.822236_7,0.005336813,23.65461847,1494,bin_8,0.004432167,0.003359567,0.269274479
bin_8,Azospirillales,bin.8_01694,PF10423,Bacterial AMP nucleoside phosphorylase N-terminus,IPR018953,"AMP nucleoside phosphorylase, N-terminal",-,NODE_15016_length_14428_cov_6.822236_7,0.005336813,23.65461847,1494,bin_8,0.004432167,0.003359567,0.269274479
bin_48,Rhodobacterales,bin.48_00911,PF05853,beta-keto acid cleavage enzyme,IPR008567,3-keto-5-aminohexanoate cleavage enzyme,GO:0016740|GO:0019475,NODE_404_length_105080_cov_7.577539_4,0.005331373,23.50821468,913,bin_48,0.004432167,0.003359567,0.267655223
bin_103,Rhizobiales,bin.103_00287,PF00033,Cytochrome b/b6/petB,IPR005797,"Cytochrome b/b6, N-terminal",GO:0009055|GO:0016020|GO:0016491,NODE_7_length_34091_cov_7.312577_6,0.005331044,66.28057554,1251,bin_103,0.004432167,0.003359567,0.267557293
bin_103,Rhizobiales,bin.103_00287,PF00032,Cytochrome b(C-terminal)/b6/petD,IPR005798,"Cytochrome b/b6, C-terminal",GO:0009055|GO:0016020|GO:0016491,NODE_7_length_34091_cov_7.312577_6,0.005331044,66.28057554,1251,bin_103,0.004432167,0.003359567,0.267557293
bin_226,Kiloniellales,bin.226_03084,PF00420,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,IPR039428,NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like,-,NODE_20971_length_11575_cov_13.190278_8,0.005327837,30.12179487,312,bin_226,0.004432167,0.003359567,0.266602706
bin_11,Gemmatimonadetes,bin.11_02161,PF13439,Glycosyltransferase Family 4,IPR028098,"Glycosyltransferase subfamily 4-like, N-terminal domain",-,NODE_20542_length_11742_cov_9.738342_4,0.005320819,25.24084622,1229,bin_11,0.004432167,0.003359567,0.264513746
bin_11,Gemmatimonadetes,bin.11_02161,PF00534,Glycosyl transferases group 1,IPR001296,"Glycosyl transferase, family 1",GO:0016757,NODE_20542_length_11742_cov_9.738342_4,0.005320819,25.24084622,1229,bin_11,0.004432167,0.003359567,0.264513746
bin_189,Rhizobiales,bin.189_01505,PF07690,Major Facilitator Superfamily,IPR011701,Major facilitator superfamily,GO:0022857|GO:0055085,NODE_102127_length_4316_cov_4.798639_4,0.005298711,10.39740019,1077,bin_189,0.004432167,0.003359567,0.257933137
bin_39,Mycobacteriales,bin.39_00712,PF13669,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-,-,,NODE_812_length_75757_cov_26.579747_30,0.005272599,64.22222222,450,bin_39,0.004432167,0.003359567,0.250160707
bin_103,Rhizobiales,bin.103_00740,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_25_length_20410_cov_5.972017_3,0.005253033,43.06381039,1097,bin_103,0.004432167,0.003359567,0.244336742
bin_103,Rhizobiales,bin.103_00740,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_25_length_20410_cov_5.972017_3,0.005253033,43.06381039,1097,bin_103,0.004432167,0.003359567,0.244336742
bin_103,Rhizobiales,bin.103_00740,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_25_length_20410_cov_5.972017_3,0.005253033,43.06381039,1097,bin_103,0.004432167,0.003359567,0.244336742
bin_103,Rhizobiales,bin.103_02609,PF00380,Ribosomal protein S9/S16,IPR000754,Ribosomal protein S9,GO:0003735|GO:0005840|GO:0006412,NODE_226_length_4857_cov_4.282218_8,0.005251175,44.30607966,477,bin_103,0.004432167,0.003359567,0.243783695
bin_190,Nitriliruptorales,bin.190_00816,PF12850,Calcineurin-like phosphoesterase superfamily domain,IPR024654,"Calcineurin-like phosphoesterase domain, lpxH-type",-,NODE_2100_length_47432_cov_48.247230_10,0.005250055,111.1893004,486,bin_190,0.004432167,0.003359567,0.243450319
bin_17,Deinococcales,bin.17_01452,PF00676,Dehydrogenase E1 component,IPR001017,"Dehydrogenase, E1 component",GO:0016624,NODE_14034_length_15078_cov_30.622978_5,0.005241121,50.1891406,2781,bin_17,0.004432167,0.003359567,0.240791047
bin_17,Deinococcales,bin.17_01452,PF16078,2-oxoglutarate dehydrogenase N-terminus,IPR032106,"2-oxoglutarate dehydrogenase E1 component, N-terminal domain",-,NODE_14034_length_15078_cov_30.622978_5,0.005241121,50.1891406,2781,bin_17,0.004432167,0.003359567,0.240791047
bin_17,Deinococcales,bin.17_01452,PF02779,"Transketolase, pyrimidine binding domain",IPR005475,"Transketolase-like, pyrimidine-binding domain",-,NODE_14034_length_15078_cov_30.622978_5,0.005241121,50.1891406,2781,bin_17,0.004432167,0.003359567,0.240791047
bin_17,Deinococcales,bin.17_01452,PF16870,2-oxoglutarate dehydrogenase C-terminal,IPR031717,"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal",-,NODE_14034_length_15078_cov_30.622978_5,0.005241121,50.1891406,2781,bin_17,0.004432167,0.003359567,0.240791047
bin_66,Acidimicrobiales,bin.66_02136,PF04069,Substrate binding domain of ABC-type glycine betaine transport system,IPR007210,"ABC-type glycine betaine transport system, substrate-binding domain",GO:0022857|GO:0043190|GO:0055085,NODE_552089_length_1581_cov_3.989515_2,0.005218628,16.53229399,898,bin_66,0.004432167,0.003359567,0.23409584
bin_91,Gemmatimonadetes,bin.91_01170,PF01408,"Oxidoreductase family, NAD-binding Rossmann fold",IPR000683,"Gfo/Idh/MocA-like oxidoreductase, N-terminal",GO:0000166,NODE_5674_length_26651_cov_26.232742_8,0.005205688,61.57352941,1088,bin_91,0.004432167,0.003359567,0.230244153
bin_91,Gemmatimonadetes,bin.91_01170,PF02894,"Oxidoreductase family, C-terminal alpha/beta domain",IPR004104,"Gfo/Idh/MocA-like oxidoreductase, C-terminal",-,NODE_5674_length_26651_cov_26.232742_8,0.005205688,61.57352941,1088,bin_91,0.004432167,0.003359567,0.230244153
bin_158,Rhizobiales,bin.158_02562,PF01557,Fumarylacetoacetate (FAA) hydrolase family,IPR011234,"Fumarylacetoacetase-like, C-terminal",GO:0003824,NODE_5909_length_26066_cov_50.438622_1,0.005201893,91.66193853,846,bin_158,0.004432167,0.003359567,0.229114543
bin_9,Euzebyales,bin.9_00625,PF13847,Methyltransferase domain,IPR025714,Methyltransferase domain,-,NODE_25_length_22729_cov_6.554609_9,0.005176101,23.66386555,1071,bin_9,0.004432167,0.003359567,0.221437364
bin_103,Rhizobiales,bin.103_01879,PF16868,NMT1-like family,IPR011852,"TRAP transporter solute receptor, TAXI family",-,NODE_112_length_8714_cov_7.380109_6,0.005175795,64.55521156,969,bin_103,0.004432167,0.003359567,0.22134628
bin_8,Azospirillales,bin.8_00915,PF12838,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_8042_length_21515_cov_6.739609_18,0.005173481,28.64212679,489,bin_8,0.004432167,0.003359567,0.220657501
bin_121,Rhodospirillales,bin.121_01134,PF00707,"Translation initiation factor IF-3, C-terminal domain",IPR019815,"Translation initiation factor 3, C-terminal",GO:0006413,NODE_31301_length_8921_cov_22.324836_2,0.005126321,44.50118203,423,bin_121,0.004432167,0.003359567,0.206619978
bin_121,Rhodospirillales,bin.121_01134,PF05198,"Translation initiation factor IF-3, N-terminal domain",IPR019814,"Translation initiation factor 3, N-terminal",GO:0003743|GO:0006413,NODE_31301_length_8921_cov_22.324836_2,0.005126321,44.50118203,423,bin_121,0.004432167,0.003359567,0.206619978
bin_184,Nevskiales,bin.184_00478,PF00510,Cytochrome c oxidase subunit III,IPR000298,Cytochrome c oxidase subunit III-like,GO:0004129|GO:0016020,NODE_3030_length_38762_cov_234.515643_17,0.0051203,457.1209564,711,bin_184,0.004432167,0.003359567,0.204827783
bin_49,Thalassobaculales,bin.49_02059,PF02729,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain",IPR006132,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding",GO:0006520|GO:0016743,NODE_28470_length_9475_cov_6.679936_9,0.005117458,18.03651116,986,bin_49,0.004432167,0.003359567,0.203981841
bin_49,Thalassobaculales,bin.49_02059,PF00185,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",IPR006131,"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain",GO:0006520|GO:0016597|GO:0016743,NODE_28470_length_9475_cov_6.679936_9,0.005117458,18.03651116,986,bin_49,0.004432167,0.003359567,0.203981841
bin_74,Pseudomonadales,bin.74_03681,PF05222,"Alanine dehydrogenase/PNT, N-terminal domain",IPR007886,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal",-,NODE_31119_length_8953_cov_58.813666_7,0.005115342,116.7640351,1140,bin_74,0.004432167,0.003359567,0.203351998
bin_74,Pseudomonadales,bin.74_03681,PF01262,"Alanine dehydrogenase/PNT, C-terminal domain",IPR007698,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain",-,NODE_31119_length_8953_cov_58.813666_7,0.005115342,116.7640351,1140,bin_74,0.004432167,0.003359567,0.203351998
